Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WSeasonTeamID,LSeasonTeamID,WTeamName,LTeamName,WSeedRaw,LSeedRaw,WSeed,LSeed,Round
1994,136,1276,78,1337,74,N,1,1994_1276,1994_1337,Michigan,Pepperdine,Y03,Y14,3,14,1.0
1994,136,1281,76,1298,53,N,0,1994_1281,1994_1298,Missouri,Navy,Z01,Z16,1,16,1.0
1994,136,1335,90,1304,80,N,0,1994_1335,1994_1304,Penn,Nebraska,W11,W06,11,6,1.0
1994,136,1345,98,1416,67,N,0,1994_1345,1994_1416,Purdue,UCF,X01,X16,1,16,1.0
1994,136,1393,92,1218,78,N,0,1994_1393,1994_1218,Syracuse,Hawaii,Z04,Z13,4,13,1.0
1994,136,1400,91,1443,77,N,0,1994_1400,1994_1443,Texas,WKU,Y06,Y11,6,11,1.0
1994,136,1448,68,1158,58,N,0,1994_1448,1994_1158,Wake Forest,Col Charleston,X05,X12,5,12,1.0
1994,136,1453,61,1143,57,N,0,1994_1453,1994_1143,WI Green Bay,California,Z12,Z05,12,5,1.0
1994,136,1458,80,1153,72,N,0,1994_1458,1994_1153,Wisconsin,Cincinnati,Z09,Z08,9,8,1.0
1994,137,1112,81,1259,55,N,0,1994_1112,1994_1259,Arizona,Loyola MD,Z02,Z15,2,15,1.0
1994,137,1116,94,1299,79,N,0,1994_1116,1994_1299,Arkansas,NC A&T,Y01,Y16,1,16,1.0
1994,137,1130,67,1450,64,N,0,1994_1130,1994_1450,Boston College,Washington St,W09,W08,9,8,1.0
1994,137,1181,82,1411,70,N,0,1994_1181,1994_1411,Duke,TX Southern,X02,X15,2,15,1.0
1994,137,1207,84,1228,77,N,0,1994_1207,1994_1228,Georgetown,Illinois,Y09,Y08,9,8,1.0
1994,137,1231,84,1325,72,N,0,1994_1231,1994_1325,Indiana,Ohio,W05,W12,5,12,1.0
1994,137,1246,83,1398,70,N,0,1994_1246,1994_1398,Kentucky,Tennessee St,X03,X14,3,14,1.0
1994,137,1257,67,1129,58,N,0,1994_1257,1994_1129,Louisville,Boise St,Z03,Z14,3,14,1.0
1994,137,1266,81,1418,59,N,0,1994_1266,1994_1418,Marquette,Louisiana,X06,X11,6,11,1.0
1994,137,1277,84,1371,73,N,0,1994_1277,1994_1371,Michigan St,Seton Hall,X07,X10,7,10,1.0
1994,137,1278,74,1356,60,N,0,1994_1278,1994_1356,Minnesota,S Illinois,Z06,Z11,6,11,1.0
1994,137,1314,71,1251,51,N,0,1994_1314,1994_1251,North Carolina,Liberty,W01,W16,1,16,1.0
1994,137,1329,65,1308,55,N,0,1994_1329,1994_1308,Oklahoma St,New Mexico St,Y04,Y13,4,13,1.0
1994,137,1396,61,1180,39,N,0,1994_1396,1994_1180,Temple,Drexel,W04,W13,4,13,1.0
1994,137,1409,112,1417,102,N,0,1994_1409,1994_1417,Tulsa,UCLA,Y12,Y05,12,5,1.0
1994,137,1438,57,1307,54,N,0,1994_1438,1994_1307,Virginia,New Mexico,Z07,Z10,7,10,1.0
1994,138,1163,75,1203,63,N,0,1994_1163,1994_1203,Connecticut,G Washington,W02,W10,2,10,2.0
1994,138,1196,70,1335,58,N,0,1994_1196,1994_1335,Florida,Penn,W03,W11,3,11,2.0
1994,138,1242,69,1448,58,N,0,1994_1242,1994_1448,Kansas,Wake Forest,X04,X05,4,5,2.0
1994,138,1268,95,1269,87,N,0,1994_1268,1994_1269,Maryland,Massachusetts,Y10,Y02,10,2,2.0
1994,138,1276,84,1400,79,N,0,1994_1276,1994_1400,Michigan,Texas,Y03,Y06,3,6,2.0
1994,138,1281,109,1458,96,N,0,1994_1281,1994_1458,Missouri,Wisconsin,Z01,Z09,1,9,2.0
1994,138,1345,83,1104,73,N,0,1994_1345,1994_1104,Purdue,Alabama,X01,X09,1,9,2.0
1994,138,1393,64,1453,59,N,0,1994_1393,1994_1453,Syracuse,WI Green Bay,Z04,Z12,4,12,2.0
1994,139,1112,71,1438,58,N,0,1994_1112,1994_1438,Arizona,Virginia,Z02,Z07,2,7,2.0
1994,139,1116,85,1207,73,N,0,1994_1116,1994_1207,Arkansas,Georgetown,Y01,Y09,1,9,2.0
1994,139,1130,75,1314,72,N,0,1994_1130,1994_1314,Boston College,North Carolina,W09,W01,9,1,2.0
1994,139,1181,85,1277,74,N,0,1994_1181,1994_1277,Duke,Michigan St,X02,X07,2,7,2.0
1994,139,1231,67,1396,58,N,0,1994_1231,1994_1396,Indiana,Temple,W05,W04,5,4,2.0
1994,139,1257,60,1278,55,N,0,1994_1257,1994_1278,Louisville,Minnesota,Z03,Z06,3,6,2.0
1994,139,1266,75,1246,63,N,0,1994_1266,1994_1246,Marquette,Kentucky,X06,X03,6,3,2.0
1994,139,1409,82,1329,80,N,0,1994_1409,1994_1329,Tulsa,Oklahoma St,Y12,Y04,12,4,2.0
1994,143,1112,82,1257,70,N,0,1994_1112,1994_1257,Arizona,Louisville,Z02,Z03,2,3,3.0
1994,143,1181,59,1266,49,N,0,1994_1181,1994_1266,Duke,Marquette,X02,X06,2,6,3.0
1994,143,1281,98,1393,88,N,1,1994_1281,1994_1393,Missouri,Syracuse,Z01,Z04,1,4,3.0
1994,143,1345,83,1242,78,N,0,1994_1345,1994_1242,Purdue,Kansas,X01,X04,1,4,3.0
1994,144,1116,103,1409,84,N,0,1994_1116,1994_1409,Arkansas,Tulsa,Y01,Y12,1,12,3.0
1994,144,1130,77,1231,68,N,0,1994_1130,1994_1231,Boston College,Indiana,W09,W05,9,5,3.0
1994,144,1196,69,1163,60,N,1,1994_1196,1994_1163,Florida,Connecticut,W03,W02,3,2,3.0
1994,144,1276,78,1268,71,N,0,1994_1276,1994_1268,Michigan,Maryland,Y03,Y10,3,10,3.0
1994,145,1112,92,1281,72,N,0,1994_1112,1994_1281,Arizona,Missouri,Z02,Z01,2,1,4.0
1994,145,1181,69,1345,60,N,0,1994_1181,1994_1345,Duke,Purdue,X02,X01,2,1,4.0
1994,146,1116,76,1276,68,N,0,1994_1116,1994_1276,Arkansas,Michigan,Y01,Y03,1,3,4.0
1994,146,1196,74,1130,66,N,0,1994_1196,1994_1130,Florida,Boston College,W03,W09,3,9,4.0
1994,152,1116,91,1112,82,N,0,1994_1116,1994_1112,Arkansas,Arizona,Y01,Z02,1,2,5.0
1994,152,1181,70,1196,65,N,0,1994_1181,1994_1196,Duke,Florida,X02,W03,2,3,5.0
1994,154,1116,76,1181,72,N,0,1994_1116,1994_1181,Arkansas,Duke,Y01,X02,1,2,6.0
1995,136,1104,91,1335,85,N,1,1995_1104,1995_1335,Alabama,Penn,W05,W12,5,12,1.0
1995,136,1113,81,1123,66,N,0,1995_1113,1995_1123,Arizona St,Ball St,Z05,Z12,5,12,1.0
1995,136,1153,77,1396,71,N,0,1995_1153,1995_1396,Cincinnati,Temple,X07,X10,7,10,1.0
1995,136,1163,100,1151,71,N,0,1995_1163,1995_1151,Connecticut,Chattanooga,X02,X15,2,15,1.0
1995,136,1242,82,1159,68,N,0,1995_1242,1995_1159,Kansas,Colgate,Y01,Y16,1,16,1.0
1995,136,1246,113,1291,67,N,0,1995_1246,1995_1291,Kentucky,Mt St Mary's,Z01,Z16,1,16,1.0
1995,136,1264,77,1328,67,N,0,1995_1264,1995_1328,Manhattan,Oklahoma,Z13,Z04,13,4,1.0
1995,136,1268,87,1211,63,N,0,1995_1268,1995_1211,Maryland,Gonzaga,X03,X14,3,14,1.0
1995,136,1275,71,1112,62,N,0,1995_1275,1995_1112,Miami OH,Arizona,Y12,Y05,12,5,1.0
1995,136,1329,73,1180,49,N,0,1995_1329,1995_1180,Oklahoma St,Drexel,W04,W13,4,13,1.0
1995,136,1387,64,1278,61,N,0,1995_1387,1995_1278,St Louis,Minnesota,W09,W08,9,8,1.0
1995,136,1400,90,1332,73,N,0,1995_1400,1995_1332,Texas,Oregon,X11,X06,11,6,1.0
1995,136,1408,76,1140,70,N,0,1995_1408,1995_1140,Tulane,BYU,Z09,Z08,9,8,1.0
1995,136,1438,96,1311,72,N,0,1995_1438,1995_1311,Virginia,Nicholls St,Y04,Y13,4,13,1.0
1995,136,1443,82,1276,76,N,0,1995_1443,1995_1276,WKU,Michigan,Y08,Y09,8,9,1.0
1995,136,1448,79,1299,47,N,0,1995_1448,1995_1299,Wake Forest,NC A&T,W01,W16,1,16,1.0
1995,137,1116,79,1411,78,N,0,1995_1116,1995_1411,Arkansas,TX Southern,Y02,Y15,2,15,1.0
1995,137,1207,68,1462,63,N,0,1995_1207,1995_1462,Georgetown,Xavier,Z06,Z11,6,11,1.0
1995,137,1235,64,1196,61,N,0,1995_1235,1995_1196,Iowa St,Florida,Z07,Z10,7,10,1.0
1995,137,1269,68,1389,51,N,0,1995_1269,1995_1389,Massachusetts,St Peter's,W02,W15,2,15,1.0
1995,137,1272,77,1257,56,N,0,1995_1272,1995_1257,Memphis,Louisville,Y06,Y11,6,11,1.0
1995,137,1280,75,1365,67,N,0,1995_1280,1995_1365,Mississippi St,Santa Clara,X05,X12,5,12,1.0
1995,137,1281,65,1231,60,N,0,1995_1281,1995_1231,Missouri,Indiana,X08,X09,8,9,1.0
1995,137,1314,80,1293,70,N,0,1995_1314,1995_1293,North Carolina,Murray St,Z02,Z15,2,15,1.0
1995,137,1330,89,1437,81,N,3,1995_1330,1995_1437,Old Dominion,Villanova,W14,W03,14,3,1.0
1995,137,1345,49,1453,48,N,0,1995_1345,1995_1453,Purdue,WI Green Bay,Y03,Y14,3,14,1.0
1995,137,1390,70,1150,68,N,0,1995_1390,1995_1150,Stanford,Charlotte,W10,W07,10,7,1.0
1995,137,1393,96,1356,92,N,0,1995_1393,1995_1356,Syracuse,S Illinois,Y07,Y10,7,10,1.0
1995,137,1409,68,1228,62,N,0,1995_1409,1995_1228,Tulsa,Illinois,W06,W11,6,11,1.0
1995,137,1417,92,1198,56,N,0,1995_1417,1995_1198,UCLA,Florida Intl,X01,X16,1,16,1.0
1995,137,1428,76,1253,64,N,0,1995_1428,1995_1253,Utah,Long Beach St,X04,X13,4,13,1.0
1995,137,1451,79,1277,72,N,0,1995_1451,1995_1277,Weber St,Michigan St,Z14,Z03,14,3,1.0
1995,138,1113,64,1264,54,N,0,1995_1113,1995_1264,Arizona St,Manhattan,Z05,Z13,5,13,2.0
1995,138,1163,96,1153,91,N,0,1995_1163,1995_1153,Connecticut,Cincinnati,X02,X07,2,7,2.0
1995,138,1242,75,1443,70,N,0,1995_1242,1995_1443,Kansas,WKU,Y01,Y08,1,8,2.0
1995,138,1246,82,1408,60,N,0,1995_1246,1995_1408,Kentucky,Tulane,Z01,Z09,1,9,2.0
1995,138,1268,82,1400,68,N,0,1995_1268,1995_1400,Maryland,Texas,X03,X11,3,11,2.0
1995,138,1329,66,1104,52,N,0,1995_1329,1995_1104,Oklahoma St,Alabama,W04,W05,4,5,2.0
1995,138,1438,60,1275,54,N,1,1995_1438,1995_1275,Virginia,Miami OH,Y04,Y12,4,12,2.0
1995,138,1448,64,1387,59,N,0,1995_1448,1995_1387,Wake Forest,St Louis,W01,W09,1,9,2.0
1995,139,1116,96,1393,94,N,1,1995_1116,1995_1393,Arkansas,Syracuse,Y02,Y07,2,7,2.0
1995,139,1207,53,1451,51,N,0,1995_1207,1995_1451,Georgetown,Weber St,Z06,Z14,6,14,2.0
1995,139,1269,75,1390,53,N,0,1995_1269,1995_1390,Massachusetts,Stanford,W02,W10,2,10,2.0
1995,139,1272,75,1345,73,N,0,1995_1272,1995_1345,Memphis,Purdue,Y06,Y03,6,3,2.0
1995,139,1280,78,1428,64,N,0,1995_1280,1995_1428,Mississippi St,Utah,X05,X04,5,4,2.0
1995,139,1314,73,1235,51,N,0,1995_1314,1995_1235,North Carolina,Iowa St,Z02,Z07,2,7,2.0
1995,139,1409,64,1330,52,N,0,1995_1409,1995_1330,Tulsa,Old Dominion,W06,W14,6,14,2.0
1995,139,1417,75,1281,74,N,0,1995_1417,1995_1281,UCLA,Missouri,X01,X08,1,8,2.0
1995,143,1163,99,1268,89,N,0,1995_1163,1995_1268,Connecticut,Maryland,X02,X03,2,3,3.0
1995,143,1246,97,1113,73,N,0,1995_1246,1995_1113,Kentucky,Arizona St,Z01,Z05,1,5,3.0
1995,143,1314,74,1207,64,N,0,1995_1314,1995_1207,North Carolina,Georgetown,Z02,Z06,2,6,3.0
1995,143,1417,86,1280,67,N,0,1995_1417,1995_1280,UCLA,Mississippi St,X01,X05,1,5,3.0
1995,144,1116,96,1272,91,N,1,1995_1116,1995_1272,Arkansas,Memphis,Y02,Y06,2,6,3.0
1995,144,1269,76,1409,51,N,0,1995_1269,1995_1409,Massachusetts,Tulsa,W02,W06,2,6,3.0
1995,144,1329,71,1448,66,N,0,1995_1329,1995_1448,Oklahoma St,Wake Forest,W04,W01,4,1,3.0
1995,144,1438,67,1242,58,N,0,1995_1438,1995_1242,Virginia,Kansas,Y04,Y01,4,1,3.0
1995,145,1314,74,1246,61,N,0,1995_1314,1995_1246,North Carolina,Kentucky,Z02,Z01,2,1,4.0
1995,145,1417,102,1163,96,N,0,1995_1417,1995_1163,UCLA,Connecticut,X01,X02,1,2,4.0
1995,146,1116,68,1438,61,N,0,1995_1116,1995_1438,Arkansas,Virginia,Y02,Y04,2,4,4.0
1995,146,1329,68,1269,54,N,0,1995_1329,1995_1269,Oklahoma St,Massachusetts,W04,W02,4,2,4.0
1995,152,1116,75,1314,68,N,0,1995_1116,1995_1314,Arkansas,North Carolina,Y02,Z02,2,2,5.0
1995,152,1417,74,1329,61,N,0,1995_1417,1995_1329,UCLA,Oklahoma St,X01,W04,1,4,5.0
1995,154,1417,89,1116,78,N,0,1995_1417,1995_1116,UCLA,Arkansas,X01,Y02,1,2,6.0
1996,136,1116,86,1336,80,N,0,1996_1116,1996_1336,Arkansas,Penn St,W12,W05,12,5,1.0
1996,136,1163,68,1159,59,N,0,1996_1163,1996_1159,Connecticut,Colgate,Y01,Y16,1,16,1.0
1996,136,1180,75,1272,63,N,0,1996_1180,1996_1272,Drexel,Memphis,Z12,Z05,12,5,1.0
1996,136,1185,75,1181,60,N,0,1996_1185,1996_1181,E Michigan,Duke,Y09,Y08,9,8,1.0
1996,136,1208,81,1155,74,N,0,1996_1208,1996_1155,Georgia,Clemson,Z08,Z09,8,9,1.0
1996,136,1235,74,1143,64,N,0,1996_1235,1996_1143,Iowa St,California,X05,X12,5,12,1.0
1996,136,1246,110,1363,72,N,0,1996_1246,1996_1363,Kentucky,San Jose St,X01,X16,1,16,1.0
1996,136,1266,68,1284,44,N,0,1996_1266,1996_1284,Marquette,Monmouth NJ,W04,W13,4,13,1.0
1996,136,1269,92,1416,70,N,0,1996_1269,1996_1416,Massachusetts,UCF,W01,W16,1,16,1.0
1996,136,1280,58,1433,51,N,0,1996_1280,1996_1433,Mississippi St,VCU,Y05,Y12,5,12,1.0
1996,136,1343,43,1417,41,N,0,1996_1343,1996_1417,Princeton,UCLA,Y13,Y04,13,4,1.0
1996,136,1345,73,1441,71,N,0,1996_1345,1996_1441,Purdue,W Carolina,Z01,Z16,1,16,1.0
1996,136,1390,66,1133,58,N,0,1996_1390,1996_1133,Stanford,Bradley,W09,W08,9,8,1.0
1996,136,1393,88,1286,55,N,0,1996_1393,1996_1286,Syracuse,Montana St,Z04,Z13,4,13,1.0
1996,136,1428,72,1145,43,N,0,1996_1428,1996_1145,Utah,Canisius,X04,X13,4,13,1.0
1996,136,1439,61,1453,48,N,0,1996_1439,1996_1453,Virginia Tech,WI Green Bay,X09,X08,9,8,1.0
1996,137,1112,90,1434,51,N,0,1996_1112,1996_1434,Arizona,Valparaiso,Z03,Z14,3,14,1.0
1996,137,1130,64,1231,51,N,0,1996_1130,1996_1231,Boston College,Indiana,Y11,Y06,11,6,1.0
1996,137,1153,66,1422,61,N,0,1996_1153,1996_1422,Cincinnati,UNC Greensboro,Y02,Y15,2,15,1.0
1996,137,1207,93,1290,56,N,0,1996_1207,1996_1290,Georgetown,MS Valley St,W02,W15,2,15,1.0
1996,137,1210,90,1122,79,N,0,1996_1210,1996_1122,Georgia Tech,Austin Peay,Y03,Y14,3,14,1.0
1996,137,1234,81,1203,79,N,0,1996_1234,1996_1203,Iowa,G Washington,Z06,Z11,6,11,1.0
1996,137,1242,92,1354,54,N,0,1996_1242,1996_1354,Kansas,S Carolina St,Z02,Z15,2,15,1.0
1996,137,1257,82,1409,80,N,1,1996_1257,1996_1409,Louisville,Tulsa,X06,X11,6,11,1.0
1996,137,1307,69,1243,48,N,0,1996_1307,1996_1243,New Mexico,Kansas St,W07,W10,7,10,1.0
1996,137,1314,83,1309,62,N,0,1996_1314,1996_1309,North Carolina,New Orleans,W06,W11,6,11,1.0
1996,137,1365,91,1268,79,N,0,1996_1365,1996_1268,Santa Clara,Maryland,Z10,Z07,10,7,1.0
1996,137,1396,61,1328,43,N,0,1996_1396,1996_1328,Temple,Oklahoma,Y07,Y10,7,10,1.0
1996,137,1400,80,1276,76,N,0,1996_1400,1996_1276,Texas,Michigan,X10,X07,10,7,1.0
1996,137,1403,74,1296,73,N,0,1996_1403,1996_1296,Texas Tech,N Illinois,W03,W14,3,14,1.0
1996,137,1437,92,1339,58,N,0,1996_1437,1996_1339,Villanova,Portland,X03,X14,3,14,1.0
1996,137,1448,62,1419,50,N,0,1996_1448,1996_1419,Wake Forest,ULM,X02,X15,2,15,1.0
1996,138,1116,65,1266,56,N,0,1996_1116,1996_1266,Arkansas,Marquette,W12,W04,12,4,2.0
1996,138,1163,95,1185,81,N,0,1996_1163,1996_1185,Connecticut,E Michigan,Y01,Y09,1,9,2.0
1996,138,1208,76,1345,69,N,0,1996_1208,1996_1345,Georgia,Purdue,Z08,Z01,8,1,2.0
1996,138,1246,84,1439,60,N,0,1996_1246,1996_1439,Kentucky,Virginia Tech,X01,X09,1,9,2.0
1996,138,1269,79,1390,74,N,0,1996_1269,1996_1390,Massachusetts,Stanford,W01,W09,1,9,2.0
1996,138,1280,63,1343,41,N,0,1996_1280,1996_1343,Mississippi St,Princeton,Y05,Y13,5,13,2.0
1996,138,1393,69,1180,58,N,0,1996_1393,1996_1180,Syracuse,Drexel,Z04,Z12,4,12,2.0
1996,138,1428,73,1235,67,N,0,1996_1428,1996_1235,Utah,Iowa St,X04,X05,4,5,2.0
1996,139,1112,87,1234,73,N,0,1996_1112,1996_1234,Arizona,Iowa,Z03,Z06,3,6,2.0
1996,139,1153,78,1396,65,N,0,1996_1153,1996_1396,Cincinnati,Temple,Y02,Y07,2,7,2.0
1996,139,1207,73,1307,62,N,0,1996_1207,1996_1307,Georgetown,New Mexico,W02,W07,2,7,2.0
1996,139,1210,103,1130,89,N,0,1996_1210,1996_1130,Georgia Tech,Boston College,Y03,Y11,3,11,2.0
1996,139,1242,76,1365,51,N,0,1996_1242,1996_1365,Kansas,Santa Clara,Z02,Z10,2,10,2.0
1996,139,1257,68,1437,64,N,0,1996_1257,1996_1437,Louisville,Villanova,X06,X03,6,3,2.0
1996,139,1403,92,1314,73,N,0,1996_1403,1996_1314,Texas Tech,North Carolina,W03,W06,3,6,2.0
1996,139,1448,65,1400,62,N,0,1996_1448,1996_1400,Wake Forest,Texas,X02,X10,2,10,2.0
1996,143,1207,98,1403,90,N,0,1996_1207,1996_1403,Georgetown,Texas Tech,W02,W03,2,3,3.0
1996,143,1246,101,1428,70,N,0,1996_1246,1996_1428,Kentucky,Utah,X01,X04,1,4,3.0
1996,143,1269,79,1116,63,N,0,1996_1269,1996_1116,Massachusetts,Arkansas,W01,W12,1,12,3.0
1996,143,1448,60,1257,59,N,0,1996_1448,1996_1257,Wake Forest,Louisville,X02,X06,2,6,3.0
1996,144,1153,87,1210,70,N,0,1996_1153,1996_1210,Cincinnati,Georgia Tech,Y02,Y03,2,3,3.0
1996,144,1242,83,1112,80,N,0,1996_1242,1996_1112,Kansas,Arizona,Z02,Z03,2,3,3.0
1996,144,1280,60,1163,55,N,0,1996_1280,1996_1163,Mississippi St,Connecticut,Y05,Y01,5,1,3.0
1996,144,1393,83,1208,81,N,1,1996_1393,1996_1208,Syracuse,Georgia,Z04,Z08,4,8,3.0
1996,145,1246,83,1448,63,N,0,1996_1246,1996_1448,Kentucky,Wake Forest,X01,X02,1,2,4.0
1996,145,1269,86,1207,62,N,0,1996_1269,1996_1207,Massachusetts,Georgetown,W01,W02,1,2,4.0
1996,146,1280,73,1153,63,N,0,1996_1280,1996_1153,Mississippi St,Cincinnati,Y05,Y02,5,2,4.0
1996,146,1393,60,1242,57,N,0,1996_1393,1996_1242,Syracuse,Kansas,Z04,Z02,4,2,4.0
1996,152,1246,81,1269,74,N,0,1996_1246,1996_1269,Kentucky,Massachusetts,X01,W01,1,1,5.0
1996,152,1393,77,1280,69,N,0,1996_1393,1996_1280,Syracuse,Mississippi St,Z04,Y05,4,5,5.0
1996,154,1246,76,1393,67,N,0,1996_1246,1996_1393,Kentucky,Syracuse,X01,Z04,1,4,6.0
1997,136,1112,65,1375,57,N,0,1997_1112,1997_1375,Arizona,South Alabama,X04,X13,4,13,1.0
1997,136,1130,73,1434,66,N,0,1997_1130,1997_1434,Boston College,Valparaiso,Z05,Z12,5,12,1.0
1997,136,1143,55,1343,52,N,0,1997_1143,1997_1343,California,Princeton,W05,W12,5,12,1.0
1997,136,1153,86,1139,69,N,0,1997_1153,1997_1139,Cincinnati,Butler,Y03,Y14,3,14,1.0
1997,136,1158,75,1268,66,N,0,1997_1158,1997_1268,Col Charleston,Maryland,X12,X05,12,5,1.0
1997,136,1160,80,1231,62,N,0,1997_1160,1997_1231,Colorado,Indiana,W09,W08,9,8,1.0
1997,136,1234,73,1438,60,N,0,1997_1234,1997_1438,Iowa,Virginia,Z08,Z09,8,9,1.0
1997,136,1235,69,1229,57,N,0,1997_1235,1997_1229,Iowa St,Illinois St,Y06,Y11,6,11,1.0
1997,136,1242,78,1238,64,N,0,1997_1242,1997_1238,Kansas,Jackson St,X01,X16,1,16,1.0
1997,136,1246,92,1285,54,N,0,1997_1246,1997_1285,Kentucky,Montana,Z01,Z16,1,16,1.0
1997,136,1314,82,1193,74,N,0,1997_1314,1997_1193,North Carolina,Fairfield,W01,W16,1,16,1.0
1997,136,1345,83,1348,76,N,1,1997_1345,1997_1348,Purdue,Rhode Island,X08,X09,8,9,1.0
1997,136,1386,75,1334,65,N,0,1997_1386,1997_1334,St Joseph's PA,Pacific,Z04,Z13,4,13,1.0
1997,136,1417,109,1149,75,N,0,1997_1417,1997_1149,UCLA,Charleston So,Y02,Y15,2,15,1.0
1997,136,1437,101,1254,91,N,0,1997_1437,1997_1254,Villanova,LIU Brooklyn,W04,W13,4,13,1.0
1997,136,1462,80,1435,68,N,0,1997_1462,1997_1435,Xavier,Vanderbilt,Y07,Y10,7,10,1.0
1997,137,1150,79,1207,67,N,0,1997_1150,1997_1207,Charlotte,Georgetown,Z07,Z10,7,10,1.0
1997,137,1151,73,1208,70,N,0,1997_1151,1997_1208,Chattanooga,Georgia,X14,X03,14,3,1.0
1997,137,1155,68,1275,56,N,0,1997_1155,1997_1275,Clemson,Miami OH,Y04,Y13,4,13,1.0
1997,137,1164,78,1376,65,N,0,1997_1164,1997_1376,Coppin St,South Carolina,W15,W02,15,2,1.0
1997,137,1181,71,1293,68,N,0,1997_1181,1997_1293,Duke,Murray St,X02,X15,2,15,1.0
1997,137,1228,90,1425,77,N,0,1997_1228,1997_1425,Illinois,USC,X06,X11,6,11,1.0
1997,137,1257,65,1269,57,N,0,1997_1257,1997_1269,Louisville,Massachusetts,W06,W11,6,11,1.0
1997,137,1278,78,1402,46,N,0,1997_1278,1997_1402,Minnesota,Texas St,Y01,Y16,1,16,1.0
1997,137,1307,59,1330,55,N,0,1997_1307,1997_1330,New Mexico,Old Dominion,W03,W14,3,14,1.0
1997,137,1344,81,1266,59,N,0,1997_1344,1997_1266,Providence,Marquette,X10,X07,10,7,1.0
1997,137,1390,80,1328,67,N,0,1997_1390,1997_1328,Stanford,Oklahoma,Z06,Z11,6,11,1.0
1997,137,1396,62,1279,40,N,0,1997_1396,1997_1279,Temple,Mississippi,Y09,Y08,9,8,1.0
1997,137,1400,71,1458,58,N,0,1997_1400,1997_1458,Texas,Wisconsin,W10,W07,10,7,1.0
1997,137,1409,81,1131,52,N,0,1997_1409,1997_1131,Tulsa,Boston Univ,Y05,Y12,5,12,1.0
1997,137,1428,75,1298,61,N,0,1997_1428,1997_1298,Utah,Navy,Z02,Z15,2,15,1.0
1997,137,1448,68,1388,46,N,0,1997_1448,1997_1388,Wake Forest,St Mary's CA,Z03,Z14,3,14,1.0
1997,138,1112,73,1158,69,N,0,1997_1112,1997_1158,Arizona,Col Charleston,X04,X12,4,12,2.0
1997,138,1143,75,1437,68,N,0,1997_1143,1997_1437,California,Villanova,W05,W04,5,4,2.0
1997,138,1235,67,1153,66,N,0,1997_1235,1997_1153,Iowa St,Cincinnati,Y06,Y03,6,3,2.0
1997,138,1242,75,1345,61,N,0,1997_1242,1997_1345,Kansas,Purdue,X01,X08,1,8,2.0
1997,138,1246,75,1234,69,N,0,1997_1246,1997_1234,Kentucky,Iowa,Z01,Z08,1,8,2.0
1997,138,1314,73,1160,56,N,0,1997_1314,1997_1160,North Carolina,Colorado,W01,W09,1,9,2.0
1997,138,1386,81,1130,77,N,1,1997_1386,1997_1130,St Joseph's PA,Boston College,Z04,Z05,4,5,2.0
1997,138,1417,96,1462,83,N,0,1997_1417,1997_1462,UCLA,Xavier,Y02,Y07,2,7,2.0
1997,139,1151,75,1228,63,N,0,1997_1151,1997_1228,Chattanooga,Illinois,X14,X06,14,6,2.0
1997,139,1155,65,1409,59,N,0,1997_1155,1997_1409,Clemson,Tulsa,Y04,Y05,4,5,2.0
1997,139,1257,64,1307,63,N,0,1997_1257,1997_1307,Louisville,New Mexico,W06,W03,6,3,2.0
1997,139,1278,76,1396,57,N,0,1997_1278,1997_1396,Minnesota,Temple,Y01,Y09,1,9,2.0
1997,139,1344,98,1181,87,N,0,1997_1344,1997_1181,Providence,Duke,X10,X02,10,2,2.0
1997,139,1390,72,1448,66,N,0,1997_1390,1997_1448,Stanford,Wake Forest,Z06,Z03,6,3,2.0
1997,139,1400,82,1164,81,N,0,1997_1400,1997_1164,Texas,Coppin St,W10,W15,10,15,2.0
1997,139,1428,77,1150,58,N,0,1997_1428,1997_1150,Utah,Charlotte,Z02,Z07,2,7,2.0
1997,143,1246,83,1386,68,N,0,1997_1246,1997_1386,Kentucky,St Joseph's PA,Z01,Z04,1,4,3.0
1997,143,1278,90,1155,84,N,1,1997_1278,1997_1155,Minnesota,Clemson,Y01,Y04,1,4,3.0
1997,143,1417,74,1235,73,N,1,1997_1417,1997_1235,UCLA,Iowa St,Y02,Y06,2,6,3.0
1997,143,1428,82,1390,77,N,1,1997_1428,1997_1390,Utah,Stanford,Z02,Z06,2,6,3.0
1997,144,1112,85,1242,82,N,0,1997_1112,1997_1242,Arizona,Kansas,X04,X01,4,1,3.0
1997,144,1257,78,1400,63,N,0,1997_1257,1997_1400,Louisville,Texas,W06,W10,6,10,3.0
1997,144,1314,63,1143,57,N,0,1997_1314,1997_1143,North Carolina,California,W01,W05,1,5,3.0
1997,144,1344,71,1151,65,N,0,1997_1344,1997_1151,Providence,Chattanooga,X10,X14,10,14,3.0
1997,145,1246,72,1428,59,N,0,1997_1246,1997_1428,Kentucky,Utah,Z01,Z02,1,2,4.0
1997,145,1278,80,1417,72,N,0,1997_1278,1997_1417,Minnesota,UCLA,Y01,Y02,1,2,4.0
1997,146,1112,96,1344,92,N,1,1997_1112,1997_1344,Arizona,Providence,X04,X10,4,10,4.0
1997,146,1314,97,1257,74,N,0,1997_1314,1997_1257,North Carolina,Louisville,W01,W06,1,6,4.0
